CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book
714192033,Existing Customer,43,F,3,High School,Single,Unknown,Blue,25
713442933,Existing Customer,49,M,3,Unknown,Married,$40K - $60K,Blue,32
789052308,Attrited Customer,40,M,3,Graduate,Unknown,$40K - $60K,Blue,28
714948858,Attrited Customer,50,F,2,Unknown,Single,Less than $40K,Blue,36
711772983,Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,35
802937058,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,47
712493058,Existing Customer,42,F,5,High School,Single,Unknown,Blue,31
718808883,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Silver,47
719685408,Attrited Customer,40,M,2,Uneducated,Married,$60K - $80K,Blue,29
708829758,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,36
710792733,Existing Customer,47,F,3,Post-Graduate,Married,Less than $40K,Blue,29
716838633,Existing Customer,46,M,4,High School,Single,$60K - $80K,Blue,36
714041283,Existing Customer,50,F,2,Graduate,Single,Unknown,Blue,40
710284233,Attrited Customer,33,M,4,Uneducated,Married,$80K - $120K,Blue,36
752944533,Existing Customer,45,F,5,High School,Married,Less than $40K,Blue,34
713312208,Attrited Customer,53,M,1,High School,Married,$40K - $60K,Blue,43
804045933,Existing Customer,36,M,0,Graduate,Married,$80K - $120K,Blue,30
716662683,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,45
713432508,Existing Customer,42,F,3,Post-Graduate,Married,Less than $40K,Blue,36
799475658,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,45
719849958,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,36
715803933,Existing Customer,47,M,1,Post-Graduate,Single,$60K - $80K,Blue,36
779486433,Existing Customer,46,F,5,Unknown,Single,Less than $40K,Blue,28
708281433,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,36
779844408,Attrited Customer,43,F,1,Post-Graduate,Married,Less than $40K,Blue,27
721306908,Existing Customer,61,F,1,Graduate,Single,Unknown,Blue,44
713964858,Existing Customer,51,M,2,Graduate,Divorced,$120K +,Blue,41
717545808,Existing Customer,44,F,4,Post-Graduate,Single,Less than $40K,Blue,32
771232533,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,33
710883483,Existing Customer,52,F,1,Graduate,Married,$40K - $60K,Blue,34
801715383,Attrited Customer,45,M,4,Graduate,Married,$60K - $80K,Blue,39
719594433,Existing Customer,35,F,2,Graduate,Single,Unknown,Blue,26
716310633,Existing Customer,59,F,1,Post-Graduate,Single,Less than $40K,Blue,36
714188883,Attrited Customer,46,F,5,Doctorate,Single,Less than $40K,Blue,37
772437633,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,33
708536283,Attrited Customer,35,M,1,Doctorate,Single,$80K - $120K,Blue,27
772569033,Existing Customer,44,M,0,High School,Divorced,$80K - $120K,Blue,34
714443883,Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,49
710369658,Existing Customer,50,M,3,Unknown,Married,$60K - $80K,Blue,36
788440083,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Silver,48
773332908,Existing Customer,48,M,4,High School,Unknown,$60K - $80K,Blue,30
709307808,Attrited Customer,59,F,2,High School,Married,$40K - $60K,Blue,36
712507758,Existing Customer,36,F,2,College,Unknown,Unknown,Blue,24
715701033,Attrited Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,33
718478883,Existing Customer,55,F,2,College,Single,Less than $40K,Blue,36
788734158,Existing Customer,42,M,4,Graduate,Married,$40K - $60K,Blue,19
794490858,Existing Customer,48,F,1,High School,Married,$40K - $60K,Silver,28
718397658,Existing Customer,60,F,0,Unknown,Single,$40K - $60K,Blue,36
718826883,Attrited Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,36
716733933,Existing Customer,42,F,2,High School,Married,Unknown,Blue,30
809307108,Existing Customer,44,F,1,High School,Single,Unknown,Blue,39
778671483,Existing Customer,33,F,3,Uneducated,Single,Less than $40K,Blue,13
815504583,Attrited Customer,48,F,4,Graduate,Single,$40K - $60K,Blue,43
789319458,Existing Customer,48,M,5,Uneducated,Single,$60K - $80K,Blue,38
710382108,Existing Customer,39,F,3,Post-Graduate,Married,Less than $40K,Blue,19
720895533,Existing Customer,32,F,4,Unknown,Married,Less than $40K,Blue,22
709891608,Attrited Customer,41,M,2,High School,Married,$120K +,Blue,24
717136533,Existing Customer,37,F,2,Uneducated,Single,Less than $40K,Blue,26
790164408,Existing Customer,59,F,1,Unknown,Married,Less than $40K,Blue,52
795613233,Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,42
709009833,Existing Customer,54,M,3,Graduate,Married,$40K - $60K,Blue,44
720054183,Existing Customer,41,F,2,Graduate,Single,$40K - $60K,Blue,25
713193408,Existing Customer,59,F,0,Unknown,Single,Less than $40K,Blue,52
801508383,Existing Customer,48,M,2,Graduate,Married,$80K - $120K,Blue,42
711949683,Attrited Customer,55,F,2,College,Divorced,$40K - $60K,Blue,36
787747308,Attrited Customer,49,F,4,Uneducated,Unknown,Less than $40K,Blue,39
720064158,Existing Customer,51,F,3,Post-Graduate,Married,Less than $40K,Blue,36
779104608,Attrited Customer,34,F,3,High School,Unknown,Unknown,Blue,15
715477233,Existing Customer,55,F,1,High School,Unknown,Unknown,Blue,36
719524383,Existing Customer,35,F,3,Graduate,Single,$40K - $60K,Blue,22
713804883,Attrited Customer,46,F,4,Post-Graduate,Single,Less than $40K,Blue,37
710359458,Existing Customer,50,F,1,Graduate,Married,$40K - $60K,Blue,36
716311683,Existing Customer,43,M,4,College,Married,$80K - $120K,Blue,36
753795633,Attrited Customer,48,F,2,Uneducated,Married,Less than $40K,Blue,41
780076833,Existing Customer,44,M,1,Unknown,Unknown,$80K - $120K,Blue,29
716019333,Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,56
820657083,Existing Customer,53,M,4,College,Single,$80K - $120K,Silver,48
716901858,Existing Customer,49,M,4,Doctorate,Married,$40K - $60K,Blue,39
756571983,Existing Customer,45,F,3,High School,Single,Less than $40K,Blue,36
817607358,Attrited Customer,44,F,2,High School,Unknown,Unknown,Gold,35
778268508,Existing Customer,56,F,2,Uneducated,Single,Unknown,Blue,47
778984383,Existing Customer,43,F,3,High School,Married,Unknown,Blue,31
720771933,Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,36
748827033,Existing Customer,44,M,3,Graduate,Divorced,$60K - $80K,Blue,37
712591983,Existing Customer,52,F,5,Graduate,Single,$40K - $60K,Blue,41
712181658,Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,36
712297683,Attrited Customer,47,F,3,College,Married,Less than $40K,Blue,35
714684933,Attrited Customer,40,F,1,Uneducated,Married,Less than $40K,Blue,28
720742083,Attrited Customer,48,F,4,Unknown,Married,Less than $40K,Blue,36
772310958,Existing Customer,42,F,2,Graduate,Married,Less than $40K,Blue,31
715343883,Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,32
720470133,Existing Customer,59,M,0,Graduate,Single,Less than $40K,Blue,36
710420133,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34
720933408,Existing Customer,56,F,2,Uneducated,Unknown,Less than $40K,Blue,36
716304483,Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,36
719534058,Existing Customer,26,F,0,Graduate,Unknown,Less than $40K,Blue,14
710515308,Existing Customer,42,F,1,Graduate,Single,Less than $40K,Blue,36
797241108,Existing Customer,47,M,1,Graduate,Married,$120K +,Blue,41
708884658,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,31
794475483,Existing Customer,44,M,4,Uneducated,Married,$80K - $120K,Silver,27
714315858,Existing Customer,56,F,3,High School,Married,Less than $40K,Blue,37
717217983,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,30
721124658,Attrited Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,27
716753058,Existing Customer,38,F,3,Graduate,Single,Less than $40K,Blue,28
711069483,Existing Customer,40,F,2,Graduate,Single,Less than $40K,Blue,36
708478233,Existing Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,36
710783358,Existing Customer,46,M,3,High School,Unknown,$80K - $120K,Blue,35
713710383,Existing Customer,43,M,2,High School,Unknown,$80K - $120K,Blue,30
720815208,Attrited Customer,52,M,0,High School,Single,$120K +,Blue,39
721338783,Existing Customer,49,F,4,Uneducated,Married,Unknown,Blue,36
714121983,Existing Customer,49,F,3,Graduate,Single,Unknown,Blue,42
715061733,Existing Customer,42,M,3,College,Single,$60K - $80K,Blue,36
720520308,Attrited Customer,46,F,4,Graduate,Married,Less than $40K,Blue,28
806908608,Existing Customer,46,F,2,Unknown,Married,Less than $40K,Blue,41
798972183,Attrited Customer,49,F,2,Unknown,Single,$40K - $60K,Blue,43
715030308,Existing Customer,42,M,4,Graduate,Married,$40K - $60K,Blue,27
708244458,Existing Customer,47,F,2,Unknown,Married,Less than $40K,Blue,35
789479058,Existing Customer,45,F,4,College,Divorced,$40K - $60K,Blue,37
784998108,Existing Customer,33,M,3,High School,Married,$80K - $120K,Blue,22
711808383,Existing Customer,50,M,3,Graduate,Divorced,$60K - $80K,Blue,39
770839608,Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,47
713866308,Existing Customer,45,M,4,Unknown,Single,$60K - $80K,Blue,36
714250908,Attrited Customer,53,F,2,Graduate,Married,Less than $40K,Blue,47
739317558,Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,35
718702908,Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,36
720644883,Existing Customer,53,F,1,College,Married,Unknown,Blue,40
717182883,Existing Customer,33,F,1,High School,Married,Unknown,Blue,36
719384433,Attrited Customer,44,F,3,High School,Divorced,Less than $40K,Blue,28
787301208,Existing Customer,52,M,2,Uneducated,Divorced,$40K - $60K,Blue,46
720924633,Existing Customer,40,F,5,Graduate,Unknown,Less than $40K,Blue,27
721316358,Existing Customer,41,M,3,High School,Married,$60K - $80K,Blue,28
716118633,Existing Customer,43,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,36
789880533,Attrited Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,36
711221958,Attrited Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,26
715510683,Existing Customer,40,F,1,High School,Single,Less than $40K,Blue,29
718689258,Existing Customer,39,F,2,Doctorate,Married,$40K - $60K,Blue,29
716368008,Attrited Customer,54,F,1,Graduate,Married,Unknown,Blue,36
712092783,Attrited Customer,47,F,3,Doctorate,Single,Less than $40K,Blue,40
789541458,Existing Customer,35,F,1,High School,Married,Less than $40K,Blue,28
719539458,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,41
713082708,Existing Customer,41,F,2,High School,Married,Less than $40K,Blue,36
794665608,Existing Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,33
712827258,Existing Customer,37,M,3,Uneducated,Married,$40K - $60K,Blue,25
714525633,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,36
708726708,Attrited Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,36
768498258,Existing Customer,47,F,1,High School,Married,Unknown,Blue,41
712767858,Attrited Customer,42,F,0,College,Single,$40K - $60K,Blue,30
709231683,Existing Customer,36,F,2,Graduate,Unknown,$40K - $60K,Blue,23
712445583,Attrited Customer,33,F,0,College,Single,Unknown,Blue,15
711461658,Existing Customer,47,M,1,High School,Married,$40K - $60K,Blue,29
713891133,Attrited Customer,41,F,2,Unknown,Single,Less than $40K,Blue,36
710074458,Existing Customer,41,F,5,High School,Divorced,Less than $40K,Blue,34
779279883,Attrited Customer,60,F,2,High School,Married,Less than $40K,Blue,42
719674533,Existing Customer,48,M,3,Unknown,Single,$80K - $120K,Blue,44
716535408,Existing Customer,43,M,3,Unknown,Married,$40K - $60K,Blue,32
710319108,Existing Customer,54,F,2,High School,Married,Less than $40K,Blue,47
714777858,Existing Customer,60,F,2,Unknown,Married,Less than $40K,Blue,36
769974258,Existing Customer,44,M,3,Post-Graduate,Single,$80K - $120K,Blue,38
717819633,Existing Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,42
712953483,Attrited Customer,64,F,0,Graduate,Single,Less than $40K,Blue,36
779029458,Attrited Customer,54,F,1,Post-Graduate,Single,Less than $40K,Blue,35
721321383,Existing Customer,50,F,3,Doctorate,Married,Less than $40K,Blue,41
716973333,Existing Customer,40,M,3,Uneducated,Married,$120K +,Blue,28
709946658,Existing Customer,49,F,4,College,Single,$40K - $60K,Blue,30
709243533,Existing Customer,49,F,2,Unknown,Single,Less than $40K,Blue,41
709999308,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,40
712389108,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,36
712305333,Existing Customer,59,M,0,Graduate,Single,$60K - $80K,Blue,53
812785158,Existing Customer,42,M,4,Uneducated,Married,Less than $40K,Blue,37
765459858,Attrited Customer,47,M,3,Graduate,Divorced,Less than $40K,Blue,40
714894708,Attrited Customer,53,M,1,Uneducated,Unknown,$120K +,Blue,45
711296508,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,42
795713058,Existing Customer,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,39
789487308,Existing Customer,48,M,2,Doctorate,Single,$60K - $80K,Blue,39
720130233,Attrited Customer,48,M,2,High School,Single,$60K - $80K,Blue,36
789047208,Existing Customer,57,F,2,High School,Single,Less than $40K,Blue,45
715864983,Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,43
708765933,Existing Customer,46,M,2,Post-Graduate,Married,$60K - $80K,Blue,36
809320908,Existing Customer,42,M,3,High School,Single,$60K - $80K,Blue,37
779324358,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,31
713730108,Existing Customer,48,M,4,Post-Graduate,Divorced,$60K - $80K,Blue,38
711783483,Existing Customer,55,F,3,Post-Graduate,Single,$40K - $60K,Blue,46
719294433,Existing Customer,63,F,1,Uneducated,Single,Unknown,Blue,55
718279008,Attrited Customer,44,M,3,High School,Single,$60K - $80K,Silver,36
721238508,Existing Customer,38,F,3,High School,Single,Less than $40K,Blue,26
709365483,Existing Customer,45,F,2,Doctorate,Divorced,$40K - $60K,Blue,36
718477983,Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,42
719809533,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,36
717239133,Existing Customer,52,F,1,College,Married,Unknown,Blue,40
814091058,Attrited Customer,38,F,1,College,Single,Less than $40K,Blue,33
710555433,Attrited Customer,42,F,4,Graduate,Single,Less than $40K,Blue,36
770956158,Existing Customer,43,F,4,Graduate,Unknown,Less than $40K,Blue,30
718263108,Attrited Customer,44,F,3,Unknown,Divorced,Less than $40K,Blue,32
715984908,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,36
711020358,Existing Customer,52,F,3,Uneducated,Unknown,$40K - $60K,Blue,36
788769783,Existing Customer,42,F,4,College,Divorced,Less than $40K,Blue,23
715496808,Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,36
779931783,Attrited Customer,52,M,2,High School,Single,$120K +,Blue,38
818763033,Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue,29
711953358,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,35
716485308,Existing Customer,43,F,2,Unknown,Unknown,Less than $40K,Blue,36
716432658,Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,36
712691883,Attrited Customer,41,F,2,High School,Married,Less than $40K,Blue,36
712611108,Attrited Customer,59,F,1,Unknown,Single,Less than $40K,Blue,53
716245833,Existing Customer,62,M,1,Graduate,Unknown,Less than $40K,Blue,36
780052008,Existing Customer,37,M,3,Unknown,Single,$80K - $120K,Blue,22
709759908,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,36
788667408,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,21
721449408,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,25
708316008,Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,36
714655758,Existing Customer,62,M,0,Graduate,Divorced,$40K - $60K,Blue,36
711846183,Attrited Customer,38,F,3,Graduate,Single,$40K - $60K,Blue,26
720612333,Attrited Customer,44,F,3,College,Single,Less than $40K,Blue,28
714673833,Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Blue,36
710525508,Attrited Customer,48,F,2,High School,Married,Less than $40K,Blue,36
757854858,Attrited Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,43
714658233,Existing Customer,46,F,5,High School,Unknown,Less than $40K,Blue,37
716381808,Existing Customer,43,M,2,Unknown,Single,$40K - $60K,Blue,36
720831783,Existing Customer,50,F,0,High School,Unknown,Less than $40K,Blue,36
714319233,Attrited Customer,44,M,5,Graduate,Divorced,$60K - $80K,Blue,36
718178583,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,29
708886533,Existing Customer,50,M,1,Graduate,Single,$120K +,Blue,41
716239383,Existing Customer,45,F,4,High School,Married,Less than $40K,Blue,36
714672933,Existing Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,36
809954133,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44
714855108,Existing Customer,60,F,0,High School,Married,Less than $40K,Blue,50
718730283,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,18
709232808,Attrited Customer,44,F,3,Unknown,Divorced,$40K - $60K,Blue,34
804428958,Existing Customer,47,M,1,Graduate,Married,$40K - $60K,Blue,42
711474333,Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,51
720070383,Existing Customer,41,F,3,Uneducated,Single,Unknown,Blue,29
720322008,Existing Customer,35,F,2,Unknown,Married,$40K - $60K,Blue,15
714527433,Attrited Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,30
789267633,Existing Customer,54,F,2,College,Married,Less than $40K,Blue,43
714523383,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,33
713996283,Existing Customer,32,F,2,Post-Graduate,Single,Less than $40K,Blue,36
714557583,Existing Customer,58,F,2,College,Single,Less than $40K,Blue,36
714014733,Attrited Customer,33,M,2,College,Single,$80K - $120K,Blue,36
779065458,Existing Customer,56,M,1,High School,Married,$120K +,Blue,37
712733958,Attrited Customer,46,F,2,Unknown,Single,Less than $40K,Blue,36
719231583,Existing Customer,61,M,1,Graduate,Unknown,$60K - $80K,Blue,49
778801608,Existing Customer,50,M,2,College,Married,$80K - $120K,Blue,39
720728133,Existing Customer,44,M,4,Uneducated,Single,$40K - $60K,Blue,33
718153233,Existing Customer,46,M,3,Uneducated,Married,$80K - $120K,Blue,36
716122008,Attrited Customer,44,F,3,Unknown,Married,Less than $40K,Blue,35
714960408,Attrited Customer,44,F,3,College,Single,Less than $40K,Blue,34
772382283,Attrited Customer,46,F,3,Graduate,Married,Less than $40K,Blue,36
817236708,Existing Customer,42,M,3,Uneducated,Married,$60K - $80K,Blue,25
714266883,Attrited Customer,54,F,4,Post-Graduate,Unknown,Less than $40K,Blue,44
792795933,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,30
717219933,Attrited Customer,47,F,3,Unknown,Single,Less than $40K,Blue,35
719986758,Attrited Customer,46,F,2,Unknown,Single,$40K - $60K,Blue,33
712326708,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,31
721505358,Existing Customer,41,F,3,Unknown,Married,Less than $40K,Blue,34
804337233,Existing Customer,45,F,4,High School,Single,Less than $40K,Blue,35
785351133,Existing Customer,61,F,1,Graduate,Unknown,$40K - $60K,Blue,55
714034158,Existing Customer,46,F,4,Unknown,Married,Less than $40K,Blue,38
720349983,Existing Customer,32,F,1,Unknown,Divorced,Less than $40K,Blue,19
720155583,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,39
806140383,Attrited Customer,59,M,2,High School,Single,$80K - $120K,Blue,54
799031958,Existing Customer,49,M,2,Unknown,Unknown,$80K - $120K,Blue,43
719556558,Existing Customer,46,M,2,Doctorate,Married,$120K +,Blue,34
771455508,Existing Customer,60,F,0,College,Single,Less than $40K,Blue,48
712214283,Existing Customer,40,M,2,Graduate,Married,$120K +,Blue,28
712667058,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,29
715393908,Existing Customer,57,F,2,Post-Graduate,Married,Less than $40K,Blue,36
751518633,Attrited Customer,48,M,5,Post-Graduate,Single,$120K +,Silver,41
769100508,Existing Customer,55,F,5,High School,Single,Less than $40K,Blue,49
720582558,Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,34
710773533,Existing Customer,43,F,3,Post-Graduate,Married,Less than $40K,Blue,35
712395408,Attrited Customer,51,F,3,Graduate,Divorced,Less than $40K,Blue,41
818459733,Attrited Customer,41,M,3,Doctorate,Single,$120K +,Blue,26
708867408,Attrited Customer,52,M,2,High School,Married,$60K - $80K,Blue,40
772457583,Existing Customer,47,F,2,Doctorate,Single,Less than $40K,Blue,37
810271083,Attrited Customer,47,F,3,Unknown,Single,$40K - $60K,Blue,42
712649058,Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,36
788737083,Existing Customer,34,F,2,High School,Married,Less than $40K,Blue,13
714012258,Existing Customer,44,F,2,College,Single,Less than $40K,Blue,34
757662258,Existing Customer,46,F,4,Graduate,Divorced,$40K - $60K,Blue,39
714388158,Existing Customer,36,F,2,Uneducated,Divorced,Unknown,Blue,36
720067083,Existing Customer,30,F,0,High School,Single,Less than $40K,Blue,36
814529508,Existing Customer,39,F,3,High School,Unknown,Unknown,Blue,34
794068308,Existing Customer,45,M,4,Unknown,Unknown,$40K - $60K,Gold,39
824812983,Existing Customer,42,M,3,Unknown,Single,$60K - $80K,Blue,38
713396358,Existing Customer,32,F,1,Graduate,Single,Unknown,Blue,13
719420883,Attrited Customer,56,F,4,Graduate,Unknown,Less than $40K,Blue,44
785500533,Existing Customer,53,F,4,Unknown,Married,Less than $40K,Blue,47
712138008,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,36
709279608,Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,35
788771733,Existing Customer,49,M,4,High School,Single,$60K - $80K,Blue,30
753365883,Attrited Customer,44,F,3,Unknown,Single,Unknown,Blue,37
770717883,Existing Customer,42,F,2,College,Married,$40K - $60K,Blue,28
716919633,Existing Customer,58,F,1,Uneducated,Unknown,$40K - $60K,Blue,39
717915783,Attrited Customer,60,M,0,Unknown,Married,$60K - $80K,Blue,47
720099708,Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,43
711004533,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,26
709482633,Existing Customer,43,F,4,Uneducated,Married,$40K - $60K,Blue,31
717381183,Existing Customer,27,F,0,Graduate,Married,Less than $40K,Blue,36
719716983,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,39
711117108,Existing Customer,48,F,3,High School,Married,Unknown,Silver,36
780567408,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,38
778810083,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,35
778696608,Existing Customer,46,M,3,Graduate,Divorced,$40K - $60K,Blue,27
771469758,Existing Customer,55,M,3,Graduate,Single,$120K +,Blue,43
714172158,Existing Customer,51,F,0,Doctorate,Single,$40K - $60K,Blue,36
713713983,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,33
787454133,Existing Customer,40,M,2,Unknown,Divorced,$120K +,Blue,26
709597983,Existing Customer,65,M,0,Doctorate,Divorced,Less than $40K,Blue,56
708298233,Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,37
779885358,Existing Customer,51,M,0,College,Married,$120K +,Silver,35
709938708,Existing Customer,56,F,3,Uneducated,Married,Unknown,Blue,47
719620983,Existing Customer,41,F,2,Unknown,Single,Less than $40K,Blue,29
712329933,Attrited Customer,47,F,1,High School,Unknown,Less than $40K,Blue,41
798280683,Existing Customer,37,M,3,Post-Graduate,Single,$80K - $120K,Blue,31
715265208,Existing Customer,48,F,1,High School,Single,Less than $40K,Blue,36
826069983,Existing Customer,46,F,4,Graduate,Single,Unknown,Blue,42
708890958,Existing Customer,55,M,3,Graduate,Single,$120K +,Blue,42
708818508,Existing Customer,36,M,1,Unknown,Married,Less than $40K,Blue,26
795784008,Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,38
714965958,Existing Customer,47,F,4,Post-Graduate,Unknown,$40K - $60K,Blue,36
716328558,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38
780747033,Existing Customer,43,F,5,Graduate,Married,Unknown,Blue,34
713923233,Existing Customer,46,M,3,High School,Married,$80K - $120K,Blue,36
710962308,Existing Customer,57,F,4,High School,Single,Unknown,Blue,36
713254983,Existing Customer,62,M,0,Uneducated,Single,$60K - $80K,Blue,50
720275358,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,30
715964058,Existing Customer,39,F,1,High School,Single,Less than $40K,Blue,31
721461258,Existing Customer,53,M,0,High School,Married,$40K - $60K,Blue,39
710727333,Attrited Customer,49,F,3,High School,Married,Less than $40K,Blue,36
717325158,Existing Customer,46,F,5,Graduate,Married,$40K - $60K,Blue,33
825856083,Existing Customer,39,M,1,Post-Graduate,Single,$40K - $60K,Blue,35
807136758,Attrited Customer,58,F,2,High School,Married,Less than $40K,Blue,53
715400733,Attrited Customer,43,F,3,Uneducated,Married,$40K - $60K,Blue,36
713927283,Existing Customer,39,F,1,Graduate,Single,Unknown,Blue,34
711594858,Existing Customer,44,F,1,Unknown,Single,Less than $40K,Blue,36
711389358,Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,23
720769533,Existing Customer,65,M,0,Graduate,Single,$40K - $60K,Blue,36
715736283,Existing Customer,55,F,4,Doctorate,Single,Less than $40K,Blue,44
768949983,Existing Customer,31,F,2,Unknown,Single,Unknown,Blue,25
711253383,Attrited Customer,48,F,2,Unknown,Married,Unknown,Blue,38
798457833,Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,40
794554683,Attrited Customer,41,F,4,Graduate,Married,Less than $40K,Blue,26
789996783,Existing Customer,36,F,3,Uneducated,Unknown,Unknown,Blue,28
712220283,Existing Customer,37,M,2,Graduate,Unknown,$80K - $120K,Blue,28
751150233,Existing Customer,43,M,5,Graduate,Single,Less than $40K,Blue,36
715815783,Existing Customer,46,M,3,Graduate,Married,$60K - $80K,Blue,29
712599783,Existing Customer,39,M,3,Uneducated,Single,$80K - $120K,Blue,36
719653308,Existing Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,40
708928908,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,23
709780158,Existing Customer,52,F,1,Graduate,Single,Unknown,Blue,35
768675483,Existing Customer,41,M,4,College,Divorced,$60K - $80K,Blue,35
714243408,Existing Customer,46,F,2,Graduate,Single,Unknown,Blue,36
711323283,Attrited Customer,57,M,2,Uneducated,Married,$60K - $80K,Blue,41
713499408,Existing Customer,49,M,1,Unknown,Married,Less than $40K,Blue,35
719245983,Existing Customer,46,F,4,Post-Graduate,Married,Unknown,Blue,38
810789708,Existing Customer,38,F,1,Post-Graduate,Single,Less than $40K,Blue,33
710301858,Existing Customer,49,F,5,High School,Married,Unknown,Silver,36
718611333,Existing Customer,55,M,3,Post-Graduate,Married,$80K - $120K,Blue,36
787557258,Existing Customer,52,F,4,Graduate,Married,Unknown,Blue,42
711533058,Existing Customer,42,F,2,Doctorate,Single,$40K - $60K,Blue,29
715805133,Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,43
708680583,Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,36
